"rank_score","deep_score","path","exists","extension","detected_terms","likely_parcel_master","next_action"
"6","4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_121949\topics\parcel_display_policy.json","True",".json","parcel","possible","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_123208\topics\sales_parcel_join.json","True",".json","parcel","possible","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_110213\topics\parcel_display_policy.json","True",".json","parcel","possible","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_110827\topics\multi_parcel.json","True",".json","parcel","possible","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_110213\topics\parcel_cards.json","True",".json","parcel","possible","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_110213\topics\parcel_key.json","True",".json","parcel","possible","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","4","C:\Users\cagda\Documents\GitHub\AAYS\.tmp_widescope_final_qa_20260515\terrayield_land_intelligence\docs\chatgpt_handoff\github_visible_source_lineage_20260516\evidence\PARCEL_EVIDENCE_RUNTIME_STORAGE_REGISTRY.json","True",".json","lon","possible","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_122153\topics\parcel_cards.json","True",".json","parcel","possible","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_123208\topics\parcel_key.json","True",".json","parcel","possible","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_121949\topics\sales_parcel_join.json","True",".json","parcel","possible","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_122153\topics\parcel_ambiguity.json","True",".json","parcel","possible","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_123208\topics\parcel_ranking.json","True",".json","parcel","possible","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_140859\topics\multi_parcel.json","True",".json","parcel","possible","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_121949\topics\parcel_cards.json","True",".json","parcel","possible","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_140859\topics\parcel_cards.json","True",".json","parcel","possible","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_140859\topics\parcel_ranking.json","True",".json","parcel","possible","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_140859\topics\parcel_candidate.json","True",".json","parcel","possible","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_113634\topics\parcel_ranking.json","True",".json","parcel","possible","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_121949\topics\parcel_ranking.json","True",".json","parcel","possible","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"7","4","C:\Users\cagda\Documents\GitHub\AAYS\.tmp_widescope_final_qa_20260515\terrayield_land_intelligence\docs\chatgpt_handoff\github_visible_source_lineage_20260516\evidence\PARCEL_EVIDENCE_RUNTIME_CONSISTENCY.json","True",".json","lon","possible","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_183_map_parcels_status_ready_to_sell.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_074_parcels_location_London_status_sale_ready.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_066_parcels_status_sale_ready.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_073_parcels_city_london_status_sale_ready.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_187_map_parcels_city_London_status_sale_ready.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_185_map_parcels_sale_ready_true.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_186_map_parcels_is_sale_ready_true.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_184_map_parcels_state_sale_ready.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_188_map_parcels_city_London_sale_ready_true.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"7","1","C:\Users\cagda\Documents\GitHub\AAYS\data\inspire\britain_parcel_coverage_index.csv","True",".csv","group","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_189_map_parcels_city_london_status_sale_ready.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"7","1","C:\Users\cagda\Documents\GitHub\AAYS\.tmp_widescope_final_qa_20260515\terrayield_land_intelligence\docs\chatgpt_handoff\github_visible_source_lineage_20260516\evidence\POSTGIS_PARCEL_CANDIDATE_COLUMNS.csv","True",".csv","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_070_parcels_is_sale_ready_true.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"7","1","C:\Users\cagda\Documents\GitHub\AAYS\.tmp_widescope_final_qa_20260515\terrayield_land_intelligence\docs\chatgpt_handoff\github_visible_source_lineage_20260516\evidence\PARCEL_477_LOCAL_SOURCE_TRACE_FAST_MATCHES.csv","True",".csv","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_451_map_sales_history_parcels_location_London_status_sale_ready.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_071_parcels_city_London_status_sale_ready.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_452_map_sales_history_parcels_area_London_status_sale_ready.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_072_parcels_city_London_sale_ready_true.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_450_map_sales_history_parcels_city_london_status_sale_ready.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_069_parcels_sale_ready_true.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_182_map_parcels_status_sale_ready.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\064_five_slot_parallel_dispatcher_20260506_002937\slots\slot_3_parcel_geometry.md","True",".md","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_446_map_sales_history_parcels_sale_ready_true.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_083_parcels_city_London_status_sale_ready_page_size_5000.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_076_parcels_market_London_status_sale_ready.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_447_map_sales_history_parcels_is_sale_ready_true.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_448_map_sales_history_parcels_city_London_status_sale_ready.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_449_map_sales_history_parcels_city_London_sale_ready_true.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_460_map_sales_history_parcels_city_London_status_sale_ready_page_size_5000.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_463_map_sales_history_parcels_city_London_status_sale_ready_per_page_5000.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_077_parcels_q_London_status_sale_ready.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_067_parcels_status_ready_to_sell.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_454_map_sales_history_parcels_q_London_status_sale_ready.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_075_parcels_area_London_status_sale_ready.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_real_runs\terrayield__079_sales_parcel_evidence_5worker_safe__20260506_171049\slots\terrayield__079__slot_2_parcel_geometry.md","True",".md","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_068_parcels_state_sale_ready.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_193_map_parcels_q_London_status_sale_ready.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_086_parcels_city_London_status_sale_ready_per_page_5000.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_457_map_sales_history_parcels_city_London_status_sale_ready_limit_5000.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0428__parcels_city_London_sale_ready_true.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
"6","1","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\deepcheck_20260502_145637\resp_453_map_sales_history_parcels_market_London_status_sale_ready.txt","True",".txt","","weak","open top strong_candidate and confirm actual TerraYield parcel_id and geometry fields"
