"path","score","has_retail","has_mid","has_UK","has_cost_uk_v1"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\raw\market_listing_adapter\20260426T093554Z.json","4","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_review_needed_candidate_unresolved_suggestions.csv","4","True","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\raw\market_listing_adapter\20260430T102657Z.json","4","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\raw\market_listing_adapter\20260430T103057Z.json","4","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_review_needed_candidate_unresolved.csv","4","True","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_review_needed_candidate_round2_remaining.csv","4","True","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_review_needed_candidate_remaining.csv","4","True","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_review_needed_candidate_suggestions_1000m.csv","4","True","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_review_needed_candidate_suggestions.csv","4","True","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\services\parcel_service.py","4","True","False","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\market_listing_parcel_package\market_listing_land_sales_full_filled_20260423.csv","4","True","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tmp\sh106944_smoke3\delta_20260517_213723\05_changed_rows.csv","4","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tmp\sh106944_smoke2\master\master_sales_rows.csv","4","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\market_listing_parcel_package\market_listing_polygon_provenance_20260423.csv","4","True","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\market_listing_parcel_package\market_listing_land_sales_full_20260423.csv","4","True","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input.csv","4","True","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tmp\sh106944_smoke3\master\master_sales_rows.csv","4","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\tmp\market_sales_runner\market_input_20260423T130701Z.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\tmp\market_sales_runner\market_input_20260424T234223Z.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\tmp\market_sales_runner\market_input_20260424T235615Z.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\tmp\market_sales_runner\market_input_20260425T003434Z.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\tmp\market_sales_runner\market_suggestions_20260425T003434Z.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tmp\sh106944_smoke3\master\unmatched_records.csv","3","False","False","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tmp\sh106944_smoke3\master\chunks\chunk_00048_unmatched.csv","3","False","False","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\tmp\market_sales_runner\market_suggestions_20260423T100831Z.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\tmp\market_sales_runner\market_suggestions_20260424T234223Z.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\tmp\market_sales_runner\market_suggestions_20260424T235615Z.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\raw\market_listing_adapter\20260425T232235Z.json","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\verification_039_real_dataset_probe_20260504_073441\real_dataset_candidates.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tools\cost_uk_real_engine\scripts\emit_menu_payload.py","3","False","False","False","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\raw\market_listing_adapter\20260425T231538Z.json","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round9_2026-04-25\market_suggestions.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round9_2026-04-25\market_unresolved.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\raw\market_listing_adapter\20260425T230758Z.json","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\tmp\market_sales_runner\market_input_20260421T000253Z.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\tmp\market_sales_runner\market_input_20260421T015030Z.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\tmp\market_sales_runner\market_input_20260423T100831Z.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\tmp\market_sales_runner\market_ingest_batch_20260423T130701Z.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\raw\market_listing_adapter\20260425T233604Z.json","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tools\cost_uk_real_engine\input\example_request.json","3","False","True","False","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tools\cost_uk_real_engine\config\building_type_options_12cost.csv","3","True","True","False","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tmp\sh106944_smoke2\master\unmatched_records.csv","3","False","False","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tmp\sh106944_smoke2\delta_20260517_213517\chunks\chunk_00043.csv","3","False","False","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tmp\sh106944_smoke2\delta_20260517_213517\chunks\chunk_00044.csv","3","False","False","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tmp\sh106944_smoke\master\chunks\chunk_00048.csv","3","False","False","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tmp\sh106944_smoke3\delta_20260517_213723\chunks\chunk_00043.csv","3","False","False","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tmp\sh106944_smoke\master\chunks\chunk_00043.csv","3","False","False","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tmp\sh106944_smoke\master\chunks\chunk_00044.csv","3","False","False","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tmp\sh106944_smoke2\master\chunks\chunk_00044_unmatched.csv","3","False","False","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tmp\sh106944_smoke2\master\chunks\chunk_00048.csv","3","False","False","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tmp\sh106944_smoke2\master\chunks\chunk_00048_unmatched.csv","3","False","False","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tmp\sh106944_smoke2\master\chunks\chunk_00044.csv","3","False","False","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tmp\sh106944_smoke2\delta_20260517_213517\chunks\chunk_00048.csv","3","False","False","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tmp\sh106944_smoke2\master\chunks\chunk_00043.csv","3","False","False","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tmp\sh106944_smoke2\master\chunks\chunk_00043_unmatched.csv","3","False","False","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tmp\sh106944_smoke\delta_20260517_212713\chunks\chunk_00048.csv","3","False","False","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tmp\sh106944_smoke3\master\chunks\chunk_00043_unmatched.csv","3","False","False","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tmp\sh106944_smoke3\master\chunks\chunk_00043.csv","3","False","False","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\sample_data\local_authority_brownfield_manifest_candidates.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\docs\chatgpt_handoff\cost_uk_postgres_50step\COST50_07_RATE_CARD_TEMPLATE.csv","3","False","False","False","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tmp\sh106944_smoke3\master\chunks\chunk_00048.csv","3","False","False","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tmp\sh106944_smoke3\master\chunks\chunk_00044_unmatched.csv","3","False","False","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tmp\sh106944_smoke3\master\chunks\chunk_00044.csv","3","False","False","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tmp\sh106944_smoke3\delta_20260517_213723\chunks\chunk_00044.csv","3","False","False","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tmp\sh106944_smoke\delta_20260517_212713\chunks\chunk_00043.csv","3","False","False","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tmp\sh106944_smoke\delta_20260517_212713\chunks\chunk_00044.csv","3","False","False","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\tmp\sh106944_smoke3\delta_20260517_213723\chunks\chunk_00048.csv","3","False","False","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\sample_data\local_authority_brownfield_manifest_candidates.json","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\sample_data\planlanan_yapilar_ingiltere_seed.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\scripts\audit_ready_to_sell_price_sources.py","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round8_2026-04-25\market_unresolved.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix.pre_bulk_knn_50000_2026-04-26.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix.pre_bulk_knn_3500_2026-04-26.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix.pre_merge_2026-04-25.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix.pre_bulk_knn_60000_2026-04-26.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix.pre_bulk_knn_2026-04-26.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix.pre_bulk_knn_10000_2026-04-26.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix.pre_autorounds_2026-04-25.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix.pre_bulk_knn_20000_2026-04-26.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix.pre_bulk_knn_10000_retry_2026-04-26.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix_matched_only.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix.pre_round6_merge_2026-04-25.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix_round2_preview_suggestions.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix_round2_preview.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix.pre_round5_merge_2026-04-25.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix.pre_round2_merge_2026-04-25.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix.pre_round2_2026-04-24.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix.pre_round4_merge_2026-04-25.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix.pre_round3_merge_2026-04-25.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\market_listing_parcel_package\market_listing_parcel_enriched_20260423.csv","3","True","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\market_listing_parcel_package\market_listing_parcel_enriched_20260422.csv","3","True","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_archive_union_expansion.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\manual_public_listing_expansion.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\historical_sales_parcel_matched\unmatched_records.csv","3","False","False","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\sold_buildings_handoff.py","3","False","False","False","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_wide_recovery\wide_20260502_160636\wide_local_data_candidates.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\historical_sales_parcel_matched\transactions_price_paid_unmatched_106910.csv","3","False","False","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\exports\historical_sales_parcel_matched\transactions_price_paid_all_106944.csv","3","False","False","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_archive_union_refresh_immediate_matched.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix.backup.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_archive_union_refresh_immediate_manual_new.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_archive_union_immediate_unresolved.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_archive_union_immediate_matched_only.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_archive_union_refresh_immediate.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_archive_union_immediate_unresolved_remaining.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix_suggestions.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round2_2026-04-25\market_unresolved.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round2_2026-04-25\market_suggestions.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round3_2026-04-25\market_unresolved.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round3_2026-04-25\market_suggestions.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round1_2026-04-25_retry\market_unresolved.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round1_2026-04-25\market_suggestions.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round14_bulk_knn_3500_2026-04-26\market_unresolved.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round1_2026-04-25_retry\market_suggestions.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round1_2026-04-25\market_unresolved.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round7_2026-04-25\market_suggestions.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round6_2026-04-25\market_unresolved.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round8_2026-04-25\market_suggestions.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round7_2026-04-25\market_unresolved.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round6_2026-04-25\market_suggestions.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round4_2026-04-25\market_unresolved.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round4_2026-04-25\market_suggestions.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round5_2026-04-25\market_unresolved.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round5_2026-04-25\market_suggestions.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix_suggestions_thr66_r260.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix_suggestions_thr64_r320.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix_suggestions_thr70_r180.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix_suggestions_thr68_r220.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix_suggestions_thr62_r380.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix_suggestions_thr56_r600.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix_suggestions_thr54_r750.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix_suggestions_thr60_r450.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_master_market_input_force_2026-04-23_sridfix_suggestions_thr58_r520.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round12_fast_2026-04-25\market_suggestions.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round11_global_2026-04-25\unresolved_global_input.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round13_bulk_knn_2026-04-26\market_unresolved.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round12_fast_2026-04-25\market_unresolved.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round11_fast_2026-04-25\market_unresolved.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\runner_status\market_round10_2026-04-25\market_suggestions.csv","3","False","True","True","False"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\data\live_feeds\drops\market\repo_review_needed_candidate_matched_only.csv","3","True","True","True","False"
