"score","classification","full_name","extension","size_bytes","matched_needles","content_hits","reasons"
"21","strong_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0259__map_parcels_area_London.txt",".txt","5858446","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon","source_url|source_name|source_record_id|parcel_ref|inspire_id","path:parcel; path:parcels; negative:.aays_ultra_one_window; negative:resp_"
"21","strong_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0260__map_parcels_limit_500.txt",".txt","5858446","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon","source_url|source_name|source_record_id|parcel_ref|inspire_id","path:parcel; path:parcels; negative:.aays_ultra_one_window; negative:resp_"
"21","strong_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0261__map_parcels_top_500.txt",".txt","5858446","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon","source_url|source_name|source_record_id|parcel_ref|inspire_id","path:parcel; path:parcels; negative:.aays_ultra_one_window; negative:resp_"
"21","strong_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0262__map_parcels_city_London_limit_500.txt",".txt","5858446","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon","source_url|source_name|source_record_id|parcel_ref|inspire_id","path:parcel; path:parcels; negative:.aays_ultra_one_window; negative:resp_"
"21","strong_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0263__map_parcels_city_London_top_500.txt",".txt","5858446","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon","source_url|source_name|source_record_id|parcel_ref|inspire_id","path:parcel; path:parcels; negative:.aays_ultra_one_window; negative:resp_"
"21","strong_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0264__map_parcels_city_London_status_sale_ready.txt",".txt","5858446","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon","source_url|source_name|source_record_id|parcel_ref|inspire_id","path:parcel; path:parcels; negative:.aays_ultra_one_window; negative:resp_"
"21","strong_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0265__map_parcels_city_London_status_ready.txt",".txt","5858446","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon","source_url|source_name|source_record_id|parcel_ref|inspire_id","path:parcel; path:parcels; negative:.aays_ultra_one_window; negative:resp_"
"21","strong_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0266__map_parcels_city_London_sale_ready_true.txt",".txt","5858446","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon","source_url|source_name|source_record_id|parcel_ref|inspire_id","path:parcel; path:parcels; negative:.aays_ultra_one_window; negative:resp_"
"21","strong_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0267__map_parcels_city_London_ready_true.txt",".txt","5858446","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon","source_url|source_name|source_record_id|parcel_ref|inspire_id","path:parcel; path:parcels; negative:.aays_ultra_one_window; negative:resp_"
"21","strong_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0268__map_parcels_city_London_review_low.txt",".txt","5858446","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon","source_url|source_name|source_record_id|parcel_ref|inspire_id","path:parcel; path:parcels; negative:.aays_ultra_one_window; negative:resp_"
"21","strong_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0269__map_parcels_city_London_detail_light.txt",".txt","5858446","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon","source_url|source_name|source_record_id|parcel_ref|inspire_id","path:parcel; path:parcels; negative:.aays_ultra_one_window; negative:resp_"
"21","strong_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0270__map_parcels_city_London_detail_full.txt",".txt","5858446","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon","source_url|source_name|source_record_id|parcel_ref|inspire_id","path:parcel; path:parcels; negative:.aays_ultra_one_window; negative:resp_"
"21","strong_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0416__parcels_city_London.txt",".txt","1116835","east-devon-district-council|East Devon","source_url|source_name|source_record_id|parcel_ref|inspire_id","path:parcel; path:parcels; negative:.aays_ultra_one_window; negative:resp_"
"21","strong_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0417__parcels_location_London.txt",".txt","1116835","east-devon-district-council|East Devon","source_url|source_name|source_record_id|parcel_ref|inspire_id","path:parcel; path:parcels; negative:.aays_ultra_one_window; negative:resp_"
"21","strong_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0418__parcels_q_London.txt",".txt","1116835","east-devon-district-council|East Devon","source_url|source_name|source_record_id|parcel_ref|inspire_id","path:parcel; path:parcels; negative:.aays_ultra_one_window; negative:resp_"
"21","strong_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0419__parcels_search_London.txt",".txt","1116835","east-devon-district-council|East Devon","source_url|source_name|source_record_id|parcel_ref|inspire_id","path:parcel; path:parcels; negative:.aays_ultra_one_window; negative:resp_"
"21","strong_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0420__parcels_town_London.txt",".txt","1116835","east-devon-district-council|East Devon","source_url|source_name|source_record_id|parcel_ref|inspire_id","path:parcel; path:parcels; negative:.aays_ultra_one_window; negative:resp_"
"21","strong_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0421__parcels_area_London.txt",".txt","1116835","east-devon-district-council|East Devon","source_url|source_name|source_record_id|parcel_ref|inspire_id","path:parcel; path:parcels; negative:.aays_ultra_one_window; negative:resp_"
"21","strong_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0422__parcels_limit_500.txt",".txt","5842406","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon","source_url|source_name|source_record_id|parcel_ref|inspire_id","path:parcel; path:parcels; negative:.aays_ultra_one_window; negative:resp_"
"21","strong_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0423__parcels_top_500.txt",".txt","1116835","east-devon-district-council|East Devon","source_url|source_name|source_record_id|parcel_ref|inspire_id","path:parcel; path:parcels; negative:.aays_ultra_one_window; negative:resp_"
"21","strong_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0424__parcels_city_London_limit_500.txt",".txt","5842406","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon","source_url|source_name|source_record_id|parcel_ref|inspire_id","path:parcel; path:parcels; negative:.aays_ultra_one_window; negative:resp_"
"21","strong_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0425__parcels_city_London_top_500.txt",".txt","1116835","east-devon-district-council|East Devon","source_url|source_name|source_record_id|parcel_ref|inspire_id","path:parcel; path:parcels; negative:.aays_ultra_one_window; negative:resp_"
"21","strong_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0426__parcels_city_London_status_sale_ready.txt",".txt","1116835","east-devon-district-council|East Devon","source_url|source_name|source_record_id|parcel_ref|inspire_id","path:parcel; path:parcels; negative:.aays_ultra_one_window; negative:resp_"
"21","strong_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0427__parcels_city_London_status_ready.txt",".txt","1116835","east-devon-district-council|East Devon","source_url|source_name|source_record_id|parcel_ref|inspire_id","path:parcel; path:parcels; negative:.aays_ultra_one_window; negative:resp_"
"21","strong_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0428__parcels_city_London_sale_ready_true.txt",".txt","1116835","east-devon-district-council|East Devon","source_url|source_name|source_record_id|parcel_ref|inspire_id","path:parcel; path:parcels; negative:.aays_ultra_one_window; negative:resp_"
"21","strong_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0429__parcels_city_London_ready_true.txt",".txt","1116835","east-devon-district-council|East Devon","source_url|source_name|source_record_id|parcel_ref|inspire_id","path:parcel; path:parcels; negative:.aays_ultra_one_window; negative:resp_"
"21","strong_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0430__parcels_city_London_review_low.txt",".txt","1116835","east-devon-district-council|East Devon","source_url|source_name|source_record_id|parcel_ref|inspire_id","path:parcel; path:parcels; negative:.aays_ultra_one_window; negative:resp_"
"21","strong_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0431__parcels_city_London_detail_light.txt",".txt","1116835","east-devon-district-council|East Devon","source_url|source_name|source_record_id|parcel_ref|inspire_id","path:parcel; path:parcels; negative:.aays_ultra_one_window; negative:resp_"
"21","strong_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0432__parcels_city_London_detail_full.txt",".txt","1116835","east-devon-district-council|East Devon","source_url|source_name|source_record_id|parcel_ref|inspire_id","path:parcel; path:parcels; negative:.aays_ultra_one_window; negative:resp_"
"19","medium_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\verification_039_real_dataset_probe_20260504_073441\real_dataset_candidates.csv",".csv","11651288","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon","source_url|source_name|parcel_ref|inspire_id","path:dataset; negative:.aays_next_fix; data_file"
"18","medium_import_lineage_candidate","E:\AAYS_DATA\terrayield_land_intelligence\live_feeds_exports_archive\market_listing_parcel_enriched_2026-04-24.csv",".csv","1374723","east-devon-district-council|East Devon","source_url|parcel_ref|inspire_id","path:parcel; data_file"
"18","medium_import_lineage_candidate","E:\AAYS_DATA\terrayield_land_intelligence\live_feeds_exports_archive\market_listing_parcel_enriched_2026-04-25.csv",".csv","11477451","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon","source_url|parcel_ref|inspire_id","path:parcel; data_file"
"18","medium_import_lineage_candidate","E:\AAYS_DATA\terrayield_land_intelligence\live_feeds_exports_archive\market_listing_parcel_enriched_2026-04-25_filled.csv",".csv","12081169","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon","source_url|parcel_ref|inspire_id","path:parcel; data_file"
"18","medium_import_lineage_candidate","E:\AAYS_DATA\terrayield_land_intelligence\live_feeds_exports_archive\market_listing_parcel_polygons_2026-04-24.geojson",".geojson","2189948","east-devon-district-council|East Devon","source_url|parcel_ref|inspire_id","path:parcel; data_file"
"18","medium_import_lineage_candidate","E:\AAYS_DATA\terrayield_land_intelligence\live_feeds_exports_archive\market_listing_parcel_polygons_2026-04-25.geojson",".geojson","18972193","17103798|england:east-devon-district-council:17103798|east-devon-district-council|East Devon","source_url|parcel_ref|inspire_id","path:parcel; data_file"
"17","medium_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\db_recover_20260502_154840\api_resp_4.txt",".txt","1116835","east-devon-district-council|East Devon","source_url|source_name|source_record_id|parcel_ref|inspire_id","negative:.aays_perf_rescue; negative:resp_"
"17","medium_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_perf_rescue\db_recover_20260502_154840\api_resp_5.txt",".txt","1116835","east-devon-district-council|East Devon","source_url|source_name|source_record_id|parcel_ref|inspire_id","negative:.aays_perf_rescue; negative:resp_"
"16","medium_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_wide_recovery\wide_20260502_160636\resp_0001__map_listings.txt",".txt","2910341","east-devon-district-council|East Devon","source_url|source_name|parcel_ref|inspire_id","negative:resp_"
"16","medium_import_lineage_candidate","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_wide_recovery\wide_20260502_160636\resp_0002__map_listings_city_London.txt",".txt","2910341","east-devon-district-council|East Devon","source_url|source_name|parcel_ref|inspire_id","negative:resp_"
